"","dcirnum","q1a","q1b","q1c","q1d","q1e","q1f","q1g","q2a","q2b","q2c","q2d","q3zp","q4popserv","q5state","q6ftemp","q7fcap","q8mfi5yrs","q9wdp","q10wmfp","q11nims","q12cpg","q13srwp","q14a","q14b","q14c","q14d","q14e","q14f","q14g","q14h","q14i","q14j","q14k","q14l","q15a","q15b","q15c","q15d","q15e","q15f","q15g","q16a","q16b","q16c","q16d","q17a","q17b","q17c","q17d","q17e","q17f","q17g","q17h","q17i","q17j","q17k","q17l","q17m","q17n","q18a","q18b","q19a","q19b","q20drills","q21sroster","q22wmfi","q23wcbrne","q24amfi","q25acbrne","q26preeventp","q27wprep","q28jprep","q29a","q29b","q29c","q29d","q29e","q29f","q29g","q29h","q29i","q29j","q29k","q30fema","q31ua","q32js"
"232",232,1,1,0,0,0,0,0,0,1,0,0,"68713",1,30,1,1,0,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,10,11,11,6,11,4,4,1,1,0,0,0,0,0,0,0,0,0,7,0,0
"233",233,1,0,0,0,0,0,0,0,1,0,0,"44703",4,39,1,1,0,1,0,88,88,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,2,1,99,0,1,6,3,10,10,99,2,2,0,1,1,1,0,0,0,0,0,0,0,5,1,1
"234",234,1,0,1,0,0,0,0,0,1,0,0,"96097",2,6,2,1,0,1,1,1,99,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,11,11,11,11,6,4,4,0,1,1,1,1,1,0,0,0,0,0,9,0,1
"235",235,1,0,0,0,0,0,0,0,1,0,0,"13905",3,35,1,1,1,0,0,88,88,88,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,2,2,1,1,88,88,11,1,11,1,1,2,4,0,1,0,0,0,1,0,0,0,0,0,2,1,1
"236",236,1,0,0,0,0,0,0,0,1,0,0,"29401",4,45,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,11,10,11,10,99,3,5,1,1,1,1,1,1,1,0,0,0,0,4,1,1
"237",237,1,0,0,0,0,0,0,0,1,0,0,"82240",1,56,2,1,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2,2,0,0,1,0,11,6,11,6,1,99,5,0,0,1,1,0,1,0,0,0,0,0,8,0,0
"238",238,1,0,0,0,0,0,0,0,1,0,0,"06705",4,8,1,2,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,1,0,999,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,2,1,0,0,1,10,10,10,10,1,2,4,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"239",239,1,0,0,0,0,0,0,0,1,0,0,"11946",2,35,2,2,0,0,0,0,0,99,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,2,2,1,0,0,0,6,99,99,99,99,1,3,1,1,1,0,1,1,1,0,0,0,0,2,0,1
"240",240,1,0,0,0,0,0,0,0,1,0,0,"57058",1,46,1,1,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,2,2,1,0,0,1,11,11,11,11,11,2,4,0,1,0,0,0,1,0,0,0,0,0,8,0,0
"241",241,1,0,1,0,0,0,0,0,1,0,0,"06516",3,8,2,1,0,1,0,88,88,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,10,2,11,2,1,2,3,0,0,1,0,0,1,0,0,0,0,0,1,1,1
"242",242,1,0,0,0,0,0,0,0,1,0,0,"07470",2,33,2,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,2,2,1,0,1,0,6,3,99,99,99,2,4,0,0,1,1,0,1,1,0,0,0,0,2,0,1
"243",243,1,0,0,0,0,0,0,0,1,0,0,"47006",88,17,1,1,0,0,0,88,88,88,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,2,2,1,0,0,0,11,6,11,6,1,2,99,1,0,1,1,0,0,1,0,0,0,0,5,88,88
"244",244,1,0,0,0,0,0,0,0,1,0,0,"41230",2,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,10,88,10,3,6,3,2,1,1,0,0,1,0,1,0,0,0,0,4,0,1
"245",245,1,0,0,0,0,0,0,0,1,0,0,"49660",1,25,1,1,0,0,0,88,88,88,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,0,0,0,11,10,10,10,99,1,3,0,0,1,0,1,0,1,0,0,0,0,5,0,0
"246",246,1,0,0,0,0,0,0,0,1,0,0,"54162",1,55,1,1,0,0,0,88,88,88,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2,2,1,0,0,0,11,99,11,99,1,3,4,0,0,1,0,0,0,0,0,0,0,0,5,0,0
"247",247,1,0,0,0,0,0,0,0,1,0,0,"95540",1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,9,5,5,5,3,2,3,1,1,1,1,1,1,1,0,0,0,0,9,0,0
"248",248,1,0,0,0,0,0,0,0,1,0,0,"60642",1,16,1,1,0,1,0,88,88,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,11,99,11,11,1,4,5,1,1,1,1,1,0,1,0,0,0,0,5,0,0
"249",249,1,0,0,0,0,0,0,0,1,0,0,"48640",3,25,4,3,0,1,0,88,88,88,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,10,6,10,6,99,4,4,1,0,1,1,0,0,0,0,0,0,0,5,1,1
"250",250,1,0,0,0,0,0,0,0,1,0,0,"10461",2,35,1,1,0,0,0,88,88,88,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,11,11,11,11,1,2,5,0,0,1,0,0,1,0,0,0,0,0,2,0,1
"251",251,1,0,0,0,0,0,0,0,1,0,0,"44146",2,39,2,1,0,1,0,88,88,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,8,6,11,11,9,3,99,0,1,1,0,0,1,0,0,0,0,0,5,0,1
"252",252,1,0,1,0,0,0,0,0,1,0,0,"21108",88,23,1,1,0,0,0,88,88,88,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,11,6,11,6,1,1,2,0,1,1,0,0,1,0,0,0,0,0,3,88,88
"253",253,1,0,0,0,0,0,0,0,1,0,0,"48108",4,25,3,1,0,0,0,99,99,99,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,2,2,0,0,0,0,5,1,3,1,99,1,5,0,0,1,0,1,1,0,0,0,0,0,5,1,1
"254",254,1,0,0,0,0,0,0,0,1,0,0,"53095",2,55,1,1,0,0,0,88,88,88,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,2,2,1,0,0,0,8,4,8,8,1,1,99,1,1,1,1,1,1,1,1,0,0,0,5,0,1
"255",255,1,0,0,0,0,0,0,0,1,0,0,"14305",5,35,88,88,1,0,0,88,88,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,9,6,6,3,2,1,5,0,1,1,0,0,0,1,0,0,0,0,2,1,1
"256",256,1,0,1,0,1,0,0,0,1,0,0,"59725",1,29,1,99,0,1,0,88,88,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,11,11,11,11,11,4,4,1,1,0,0,1,1,1,0,0,0,0,8,0,0
"257",257,1,0,0,0,0,0,0,0,1,0,0,"48461",1,25,1,1,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,2,2,1,0,0,1,11,99,9,99,99,3,3,1,1,0,0,0,0,0,0,0,0,0,5,0,0
"258",258,1,0,0,0,0,0,0,0,1,0,0,"15120",2,42,2,1,0,0,0,88,88,88,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,11,2,11,1,11,3,99,0,1,1,1,1,1,0,0,0,0,0,3,0,1
"259",259,1,0,0,0,0,0,0,0,1,0,0,"49120",2,25,2,1,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,11,11,11,11,11,2,2,1,1,1,1,1,1,1,0,0,0,0,5,0,1
"260",260,1,0,0,0,0,0,0,0,1,0,0,"02453",3,24,2,3,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,2,2,1,0,0,1,11,11,11,11,99,4,4,0,0,1,0,1,0,0,0,0,0,0,1,1,1
"261",261,1,0,0,0,0,0,0,0,1,0,0,"19975",2,9,2,1,0,0,0,88,88,88,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,1,0,1,1,99,99,99,99,1,2,4,0,1,0,1,1,1,1,0,0,0,0,3,0,1
"262",262,1,0,0,0,0,0,0,0,1,0,0,"82443",1,56,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,99,99,1,1,1,1,4,4,4,4,4,3,4,0,0,1,0,0,0,0,0,0,0,0,8,0,0
"263",263,1,1,1,0,0,0,0,0,1,0,0,"96817",99,14,2,1,0,0,1,99,99,99,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,2,2,2,2,1,3,0,1,1,0,1,1,0,0,0,0,0,9,99,99
"264",264,1,0,0,0,0,0,0,0,1,0,0,"66012",1,19,1,1,0,1,1,1,99,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,6,6,6,6,6,3,4,1,1,0,0,1,1,1,0,0,0,0,7,0,0
"265",265,1,0,0,0,0,0,0,0,1,0,0,"60025",2,16,2,1,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,6,1,6,1,1,1,99,1,1,1,1,1,1,1,0,0,0,0,5,0,1
"266",266,1,0,0,0,0,0,0,0,1,0,0,"62249",1,16,1,2,0,0,0,88,88,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,11,4,11,4,99,3,4,1,0,0,1,0,1,0,0,0,0,0,5,0,0
"267",267,1,0,0,0,0,0,0,0,1,0,0,"15683",1,42,2,99,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,10,7,10,7,99,99,88,1,1,1,1,1,1,1,0,0,0,0,3,0,0
"268",268,1,0,1,0,0,0,0,0,1,1,0,"67401",3,19,4,1,0,99,99,99,99,99,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,99,1,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,7,7,2,2,3,1,1,1,0,0,1,1,0,0,0,0,7,1,1
"269",269,1,0,0,0,0,0,0,0,1,0,0,"48336",3,25,2,1,0,0,0,88,88,88,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,2,2,1,0,0,1,10,4,11,4,1,2,4,0,1,1,0,1,0,0,0,0,0,0,5,1,1
"270",270,1,0,0,0,0,0,0,0,1,0,0,"58368",1,37,1,1,0,0,0,88,88,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2,2,1,0,1,0,11,99,11,99,99,3,5,1,1,1,0,1,1,0,0,0,0,0,8,0,0
"271",271,1,0,0,0,0,0,0,0,1,0,0,"47639",1,17,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0,0,99,1,99,99,99,2,3,1,0,1,0,1,1,0,0,0,0,0,5,0,0
"272",272,1,0,0,0,0,0,0,0,1,0,0,"07751",3,33,2,1,0,0,0,88,88,88,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,11,99,11,99,1,1,99,1,1,1,0,1,1,1,0,0,0,0,2,1,1
"273",273,1,0,0,0,0,0,0,0,1,0,0,"61021",1,16,1,1,0,0,0,99,99,99,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,2,1,0,1,0,11,6,11,6,1,2,4,0,0,1,0,0,1,1,0,0,0,0,5,0,0
"274",274,1,0,0,0,0,0,0,0,1,0,0,"19128",5,42,88,1,0,0,0,88,88,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,9,6,9,6,99,3,3,1,1,0,1,0,0,0,0,0,0,0,3,1,1
"275",275,1,0,0,0,0,0,0,1,0,0,0,"77868",2,48,2,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,11,11,11,99,6,2,2,1,1,1,1,1,0,0,0,0,0,0,6,0,1
"276",276,1,0,0,0,1,0,0,0,1,0,0,"59254",1,29,1,1,0,1,1,1,99,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,11,11,11,11,11,3,3,0,0,0,0,1,1,1,0,0,0,0,8,0,0
"277",277,1,0,0,0,0,0,0,0,1,0,0,"66956",1,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,2,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,7,0,0
"278",278,1,0,0,0,0,0,0,0,1,0,0,"59715",3,29,1,1,0,0,0,88,88,88,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,2,2,1,0,0,1,11,99,9,99,1,2,99,0,1,1,0,1,1,1,0,0,0,0,8,1,1
"279",279,1,0,0,0,0,0,0,0,1,0,0,"43935",1,39,2,1,0,0,88,88,88,88,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,2,1,1,0,0,11,11,11,11,11,99,3,0,1,1,0,0,0,0,0,0,0,0,5,0,0
"280",280,1,0,0,0,0,0,0,0,1,0,0,"33487",4,11,1,2,0,1,0,99,99,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,1,11,1,6,3,2,0,1,1,1,0,1,0,0,0,0,0,4,1,1
"281",281,1,0,0,0,0,0,0,0,1,0,0,"77868",1,48,1,1,0,0,0,88,88,88,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,2,2,1,0,0,0,6,6,6,1,6,2,4,0,1,1,0,0,1,0,0,0,0,0,6,0,0
"282",282,1,0,0,0,0,0,0,0,1,0,0,"14610",4,35,1,1,0,1,0,88,88,1,0,0,1,0,1,0,1,0,0,1,0,999,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,2,2,1,1,0,1,5,3,8,3,11,2,3,1,1,1,0,1,1,0,0,0,0,0,2,1,1
"283",283,1,0,0,0,0,0,0,0,1,0,0,"88",1,39,1,1,0,0,0,88,88,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2,2,1,99,0,0,2,2,2,2,1,99,3,0,1,0,0,1,0,0,0,0,0,0,5,0,0
"284",284,1,0,0,0,0,0,0,0,1,0,0,"60004",3,16,4,1,0,1,0,88,88,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,2,11,11,1,2,2,0,1,1,0,1,1,0,0,0,0,0,5,1,1
"285",285,1,0,0,0,0,0,0,0,1,0,0,"49953",1,25,1,1,0,0,0,88,88,88,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,2,2,1,0,0,0,11,6,6,6,1,1,99,0,1,1,0,0,0,0,0,0,0,0,5,0,0
"286",286,1,0,0,0,0,0,0,0,1,0,0,"53925",1,55,1,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,2,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"287",287,1,0,1,0,0,0,0,0,1,0,0,"81101",2,7,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,99,99,99,99,99,2,3,1,1,1,0,0,1,1,0,0,0,0,8,0,1
"288",288,1,1,1,0,0,0,0,0,1,0,0,"30519",4,12,2,1,0,1,0,88,88,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,11,11,11,11,6,4,4,1,1,0,1,1,0,1,0,0,0,0,4,1,1
"289",289,1,0,1,0,0,0,0,0,1,0,0,"55021",2,26,2,1,0,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,9,9,9,3,9,4,4,1,1,0,0,0,0,0,0,0,0,0,5,0,1
"290",290,1,0,0,0,0,0,0,0,1,0,0,"52632",1,18,2,1,0,1,1,99,99,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,88,11,6,11,6,99,3,3,0,1,1,1,1,1,0,0,0,0,0,7,0,0
"291",291,1,0,0,0,1,0,0,0,1,0,0,"57350",2,46,1,1,0,1,1,99,99,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,10,10,11,11,11,4,4,0,1,1,1,0,0,0,0,0,0,0,8,0,1
"292",292,1,0,0,0,0,0,0,0,1,0,0,"03452",1,32,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,11,9,11,9,9,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"293",293,88,88,88,88,88,88,88,88,88,88,88,"88",88,28,88,88,88,88,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,88,88,88,88,88,1,0,0,0,0,0,0,0,0,0,0,7,88,88
"294",294,1,0,0,0,0,0,0,0,1,0,0,"16323",3,42,2,3,0,0,0,88,88,88,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,9,6,6,6,1,3,2,1,1,1,1,1,1,1,0,0,0,0,3,1,1
